algorithm,psnr,ssim,edge_preservation,iou,dice_coefficient,precision,recall,compression_ratio,execution_time,cpu_usage,memory_usage_mb,performance_score
Adaptive Thresholding,12.285684606917789,0.20861342426330742,0.07642891714700577,0.6603033997438232,0.7954008885914524,0.9958107384737124,0.6621427134434145,0.0,0.002181529998779297,0.0,0.0,99.9927282333374
Region Growing,12.678639989871492,0.44670240125586574,0.08066367525826985,0.7301980578938458,0.8440629725162323,0.9924285206333271,0.7342886767049939,0.0,0.16058969497680664,93.4,0.26953125,68.32238330841064
Split and Merge,10.902200985411877,0.3562921029744852,0.13875054608999562,0.49352033487280084,0.6608819757580772,0.9961961774701462,0.4944520961327164,0.0,0.009021520614624023,110.7,0.0,66.63659493128459
MobileNet-Seg,6.853680722473098,0.0003334472136101185,0.0,0.0,0.0,0.0,0.0,0.0,0.41236209869384766,99.4,0.34765625,65.4805377960205
K-Means,21.304815141140814,0.638687903943418,0.31074344339281845,0.512442295610369,0.6776355000090303,0.6463170950182595,0.7121436434726492,0.0,0.4505796432495117,97.6,0.0,65.96473452250163
Otsu,17.112485674620018,0.7102369461515204,0.4641333062385694,0.21606758986152078,0.3553545734840699,0.278049408131755,0.4921990661655848,0.0,0.001968860626220703,0.0,0.0,99.99343713124593
Adaptive Thresholding,10.115250148534773,0.3866680503228479,0.3023663810689515,0.28147988730630774,0.43930441686132615,0.36742772499744614,0.546141289906237,0.0,0.002034425735473633,488.8,0.0,66.65988524754842
Region Growing,4.895639743069134,0.00473870805491715,0.011576883577630473,0.015525946171658506,0.03057715311004785,1.0,0.015525946171658506,0.0,0.004342794418334961,0.0,0.0,99.98552401860555
Split and Merge,17.112485674620018,0.7102369461515204,0.4641333062385694,0.21606758986152078,0.3553545734840699,0.278049408131755,0.4921990661655848,0.0,0.030194997787475586,99.3,0.0,66.79935000737508
MobileNet-Seg,5.3473695813056485,0.2595493116705914,0.3915810528229839,0.4436334944274583,0.614606818337091,0.7681010928961749,0.5122423414189727,0.0,0.42424774169921875,94.3,0.0390625,67.15120544433593
K-Means,22.37225735532153,0.6103759416600844,0.20311617017841285,0.3925891011928502,0.5638261865708558,0.7598329883161994,0.4482066353457375,0.0,0.5156643390655518,98.9,0.0,65.31445220311483
Otsu,18.273967258336828,0.745042611253847,0.5785280105142107,0.859757954026488,0.9245912374403995,0.914300746706599,0.935116004718836,0.0,0.0018014907836914062,0.0,0.0,99.99399503072102
Adaptive Thresholding,10.137789453545947,0.3484282108104338,0.25499365884590997,0.488234985392138,0.6561262034348587,0.7593600348280366,0.5776020862222406,0.0,0.0022733211517333984,0.0,0.0,99.99242226282756
Region Growing,5.584590044037733,0.0019335616385589241,0.0,0.0,0.0,0.0,0.0,0.0,0.003992557525634766,0.0,0.0,99.98669147491455
Split and Merge,18.273967258336828,0.745042611253847,0.5785280105142107,0.859757954026488,0.9245912374403995,0.914300746706599,0.935116004718836,0.0,0.03606057167053223,83.2,0.0,72.14646476109823
MobileNet-Seg,5.898616533886788,0.20656898435110427,0.2581608485222943,0.02292539064409431,0.04482319209939471,0.09728272142708981,0.029120185441976944,0.0,0.38033556938171387,97.3,0.015625,66.29836060206095
K-Means,21.325096571620982,0.723233622471089,0.3764317477428918,0.23926988816205952,0.38614653748573957,0.4574944522896913,0.3340502003299552,0.0,0.2661170959472656,101.5,0.0,65.77960968017578
Otsu,18.510583572358648,0.7635436609353256,0.5891467622978551,0.5103204172876304,0.6757776845844538,0.5812433694037767,0.8070351166627386,0.0,0.0012087821960449219,0.0,0.0,99.99597072601318
Adaptive Thresholding,10.206689335502322,0.41255643863300095,0.3227399192758337,0.4099151157693381,0.5814748862319455,0.5588091486934319,0.6060570351166628,0.0,0.0016376972198486328,0.0,0.0,99.99454100926717
Region Growing,5.128195038841671,0.001509649155440707,0.0013540961408259986,0.0,0.0,0.0,0.0,0.0,0.0021872520446777344,0.0,0.0,99.99270915985107
Split and Merge,18.510583572358648,0.7635436609353256,0.5891467622978551,0.5103204172876304,0.6757776845844538,0.5812433694037767,0.8070351166627386,0.0,0.02355670928955078,84.9,0.0,71.6214776357015
MobileNet-Seg,5.1234619508061705,0.0011654172790284895,0.0,0.0,0.0,0.0,0.0,0.0,0.2905571460723877,103.2,0.01171875,65.69775222142538
K-Means,23.86094338586711,0.7456381902216583,0.1664794428218378,0.5012815533980582,0.6678048528118371,0.9860058665362992,0.5048735078304676,0.0,0.30916810035705566,100.3,0.0,65.63610633214314
Otsu,10.944798610223891,0.3639135789764967,0.14489939992940346,0.4566361272749783,0.6269735024755105,0.976858136070187,0.46162992631068417,0.0,0.0015835762023925781,630.1,0.0,66.66138807932536
Adaptive Thresholding,13.057140882618176,0.1900283502843371,0.05700725255972696,0.7188088548581308,0.8364034811974026,0.9818446356275303,0.7284916375925028,0.0,0.0009899139404296875,0.0,0.0,99.99670028686523
Region Growing,6.793688642970661,0.0004493178783815609,0.0006688963210702341,4.693586995634964e-05,9.386733416770963e-05,1.0,4.693586995634964e-05,0.0,0.0020432472229003906,0.0,0.0,99.99318917592366
Split and Merge,10.944798610223891,0.3639135789764967,0.14489939992940346,0.4566361272749783,0.6269735024755105,0.976858136070187,0.46162992631068417,0.0,0.004965782165527344,202.8,0.0,66.65011405944824
MobileNet-Seg,9.230549592682934,0.409062718713872,0.7334315169366715,0.4035514734022197,0.5750433540196538,0.9492978033849477,0.4124411345964297,0.0,0.26337718963623047,102.5,0.0078125,65.7884822845459
K-Means,22.12958179035709,0.6867805630791649,0.3014087361913449,0.2110532498728806,0.34854495439409294,0.48076846267524065,0.27336315944859535,0.0,0.3024899959564209,99.2,0.0,65.92503334681193
Otsu,18.307969351331735,0.7044800598272857,0.41370178468624064,0.6355258336386955,0.7771516909944325,0.7668346818764646,0.7877500965185202,0.0,0.0012786388397216797,0.0,0.0,99.99573787053426
Adaptive Thresholding,11.129527055612803,0.3524399716179669,0.20467592592592593,0.5489571839444314,0.7088087258119139,0.7295543054954565,0.6892103649535576,0.0,0.0014033317565917969,0.0,0.0,99.99532222747803
Region Growing,5.711270442915071,0.0021742222958426546,0.001439078989446754,0.0,0.0,0.0,0.0,0.0,0.0018966197967529297,0.0,0.0,99.99367793401082
Split and Merge,18.307969351331735,0.7044800598272857,0.41370178468624064,0.6355258336386955,0.7771516909944325,0.7668346818764646,0.7877500965185202,0.0,0.01921820640563965,104.0,0.0,66.60260597864787
MobileNet-Seg,5.709965232557277,0.0019955297220389627,0.0,0.0,0.0,0.0,0.0,0.0,0.2666947841644287,97.5,0.0,66.61101738611858
K-Means,25.58641743752558,0.6386894255944996,0.20736172672962036,0.020813608018544517,0.04077846896838469,0.03924042841314785,0.04244199593888352,0.0,0.2900402545928955,100.0,0.0,65.69986581802368
Otsu,12.009415709639953,0.33063509890227416,0.14458955223880596,0.741102089283995,0.8513022801423015,0.9538207352333746,0.7686828001730968,0.0,0.0018804073333740234,530.7,0.0,66.66039864222209
Adaptive Thresholding,12.146506658773797,0.28751580274869276,0.09294871794871795,0.391974266822866,0.5631918292822093,0.4927489204502908,0.6571352484937253,0.0,0.0015594959259033203,0.0,0.0,99.994801680247
Region Growing,7.891163321172262,0.12779724728142747,0.13427314537092583,0.02717163239613932,0.05290572975181289,0.05413690994600244,0.0517293032855098,0.0,0.05582261085510254,89.5,0.0,69.98059129714966
Split and Merge,12.009415709639953,0.33063509890227416,0.14458955223880596,0.741102089283995,0.8513022801423015,0.9538207352333746,0.7686828001730968,0.0,0.012282371520996094,81.3,0.0,72.85905876159667
MobileNet-Seg,7.753553789872697,0.059241876690787655,0.0,0.18990712692653375,0.31919655346052705,1.0,0.18990712692653375,0.0,0.28798508644104004,100.7,0.0,65.70671637852986
K-Means,26.667242808777555,0.6623505803122164,0.034418256640478866,0.5634178288003698,0.7207514439472491,0.9867224396167859,0.5677220005279258,0.0,0.3089485168457031,100.3,0.0,65.63683827718098
Otsu,12.439987334631624,0.49588842790687576,0.10068792995622264,0.6228190399926082,0.7675766978867158,0.9869686173068476,0.62798316848594,0.0,0.0013713836669921875,0.0,0.0,99.99542872111003
Adaptive Thresholding,11.166561795367224,0.17555737245744996,0.039581151832460734,0.6213025947243682,0.7664239812432961,0.985957114248034,0.6268496809154853,0.0,0.001318216323852539,0.0,0.0,99.99560594558716
Region Growing,12.79778633895482,0.38978948917375306,0.06864717718073145,0.6797131116002032,0.809320480867908,0.9872577291932131,0.6857289256711644,0.0,0.07880926132202148,101.5,0.0,66.40396912892659
Split and Merge,12.439987334631624,0.49588842790687576,0.10068792995622264,0.6228190399926082,0.7675766978867158,0.9869686173068476,0.62798316848594,0.0,0.001737356185913086,0.0,0.0,99.99420881271362
MobileNet-Seg,6.381880075520612,0.0002991124119598618,0.0,0.0,0.0,0.0,0.0,0.0,0.27698612213134766,101.1,0.0,65.74337959289551
K-Means,24.747103080843313,0.7665215906528274,0.27805383022774327,0.6903363999198681,0.8168035663819274,0.9854377474703035,0.6974513864022045,0.0,0.28831934928894043,100.6,0.0,65.70560216903687
Otsu,8.714850273531567,0.1896994126827709,0.35873718077619143,0.2186514654944782,0.35884167325193095,0.989456666900963,0.21916208684280175,0.0,0.0017902851104736328,0.0,0.0,99.99403238296509
Adaptive Thresholding,12.695729337877413,0.22282429848985108,0.11020790995779271,0.7222265207904551,0.8387125759263918,0.9917128832791483,0.726611760676309,0.0,0.0010068416595458984,0.0,0.0,99.99664386113484
Region Growing,6.693849376741115,-0.00021579620280419792,0.00472972972972973,0.0009341283803770765,0.001866513197803736,1.0,0.0009341283803770765,0.0,0.002039670944213867,0.0,0.0,99.99320109685262
Split and Merge,8.714850273531567,0.1896994126827709,0.35873718077619143,0.2186514654944782,0.35884167325193095,0.989456666900963,0.21916208684280175,0.0,0.014052391052246094,71.1,0.0,76.25315869649252
MobileNet-Seg,13.682841132644988,0.7750235325838798,0.8494342906875544,0.769744873046875,0.869893604179959,0.9747830959788216,0.7853840046083667,0.0,0.262331485748291,99.1,0.0,66.09222838083903
K-Means,24.50172655596974,0.5979658624200826,0.18406254286106158,0.03139096168357508,0.06087112036028419,0.06932563048550161,0.0542545791792256,0.0,0.3303396701812744,99.9,0.0,65.59886776606241
Otsu,14.790582764091395,0.42463340917360526,0.17590515860301187,0.7724639991497955,0.8716272934404605,0.9026949826130154,0.8426269418038488,0.0,0.0014812946319580078,0.0,0.0,99.9950623512268
Adaptive Thresholding,12.810660770851921,0.3655108579598291,0.12670071501532176,0.4007392069973102,0.5721824662227503,0.5466712422786548,0.6001912821701831,0.0,0.001651763916015625,0.0,0.0,99.99449412027995
Region Growing,8.564089150179019,0.08597419051620814,0.14287168006512668,0.030180861190436194,0.058593325361452335,0.07815369743837602,0.04686413169487596,0.0,0.040998220443725586,97.5,0.0,67.36333926518758
Split and Merge,14.790582764091395,0.42463340917360526,0.17590515860301187,0.7724639991497955,0.8716272934404605,0.9026949826130154,0.8426269418038488,0.0,0.012049436569213867,82.9,0.0,72.32650187810262
MobileNet-Seg,8.094873498433387,0.015179736633255133,0.05404167620792306,0.0,0.0,0.0,0.0,0.0,0.2653498649597168,98.0,0.0,66.4488337834676
K-Means,22.82735196993235,0.5949860702274307,0.23682266836768953,0.04139046647794208,0.07949077278943725,0.08814828683767084,0.07238177233872456,0.0,0.28502392768859863,101.7,0.0,65.71658690770467
Otsu,13.398964154942918,0.37579031986985706,0.36993171792857577,0.649277444668564,0.7873477525172142,0.8649464423749402,0.7225262898960704,0.0,0.0018157958984375,0.0,0.0,99.9939473470052
Adaptive Thresholding,11.917713396867573,0.4459051599474031,0.2905793896505971,0.36632481744442424,0.5362192251321303,0.5170592433975731,0.5568538220281656,0.0,0.0016694068908691406,0.0,0.0,99.99443531036377
Region Growing,7.391629748982717,-0.0005615761193635606,0.0411503018748014,0.0,0.0,0.0,0.0,0.0,0.012143373489379883,164.5,0.0,66.6261887550354
Split and Merge,13.398964154942918,0.37579031986985706,0.36993171792857577,0.649277444668564,0.7873477525172142,0.8649464423749402,0.7225262898960704,0.0,0.01930546760559082,103.5,0.0,66.60231510798137
MobileNet-Seg,7.316850205209558,0.0007899507929407336,0.0,0.0,0.0,0.0,0.0,0.0,0.27075862884521484,99.7,0.0,65.86413790384928
K-Means,23.839295741359813,0.63562113674943,0.2536047497879559,0.6028454971929554,0.7522190981585084,0.9853680611423974,0.6082907826734748,0.0,0.2706484794616699,99.8,0.0,65.83117173512777
Otsu,11.114791600429893,0.4814193024030223,0.21023440770196736,0.5827491101832021,0.7363758493798797,0.9877771683773408,0.5869818260829078,0.0,0.0014338493347167969,0.0,0.0,99.9952205022176
Adaptive Thresholding,10.849004738451312,0.21028970458937657,0.11306607591701104,0.6332080239115028,0.7754162539502854,0.9886221495237179,0.6378563779429796,0.0,0.001436471939086914,0.0,0.0,99.99521176020305
Region Growing,6.592323764579291,0.07094689064869052,0.11216969261190006,0.1276668373442567,0.22642651733010444,0.9980591945657448,0.12769853956823368,0.0,0.01619553565979004,61.7,0.0,79.37934821446737
Split and Merge,11.114791600429893,0.4814193024030223,0.21023440770196736,0.5827491101832021,0.7363758493798797,0.9877771683773408,0.5869818260829078,0.0,0.010370254516601562,96.3,0.0,67.86543248494466
MobileNet-Seg,5.747405165212526,0.0002652855885237633,0.0,0.0,0.0,0.0,0.0,0.0,0.27225589752197266,99.2,0.0,66.02581367492677
K-Means,23.65844858007053,0.5952203631733984,0.15715126545026487,0.013803323453994472,0.027230771757518025,0.02794444818984696,0.02655264085070946,0.0,0.29580187797546387,98.0,0.0,66.34732707341512
Otsu,13.72660919671474,0.36509350535185287,0.2799068767908309,0.7157521928004206,0.8343305004112306,0.8401974795374821,0.8285448896576022,0.0,0.0017247200012207031,0.0,0.0,99.99425093332927
Adaptive Thresholding,12.44640604418954,0.3933891684228972,0.20164498852333587,0.37053282664941783,0.5407135377490672,0.5010934339292549,0.5871368630088722,0.0,0.0013668537139892578,0.0,0.0,99.99544382095337
Region Growing,8.857647849852206,0.14679477689255296,0.14094172968164198,0.07840989874536476,0.14541761687571267,0.16384952021520055,0.13071330194420422,0.0,0.06453132629394531,108.4,0.0,66.45156224568684
Split and Merge,13.72660919671474,0.36509350535185287,0.2799068767908309,0.7157521928004206,0.8343305004112306,0.8401974795374821,0.8285448896576022,0.0,0.013149261474609375,76.0,0.0,74.62283579508464
MobileNet-Seg,7.866338168562482,0.0025111339311532192,0.0081772619361646,0.010697927676884149,0.021169386784978608,1.0,0.010697927676884149,0.0,0.2758333683013916,97.9,0.0,66.44722210566202
K-Means,22.519633510985855,0.6108960128672417,0.14854996870436052,0.5076906462611271,0.6734679259570027,0.9781529590107898,0.5135135135135135,0.0,0.31360769271850586,98.8,0.0,66.02130769093831
Otsu,15.061322005055722,0.6404774609109557,0.18429919137466308,0.7070169758083168,0.8283654888358986,0.9834219782105172,0.7155452218962611,0.0,0.0012040138244628906,0.0,0.0,99.99598662058513
Adaptive Thresholding,12.768802836056928,0.2538137788084897,0.07563314482419474,0.6748177212061295,0.8058401970098044,0.9852944493312583,0.6816834155171337,0.0,0.0013196468353271484,0.0,0.0,99.99560117721558
Region Growing,7.233800763226573,0.0178159559892007,0.14416745061147695,0.10539292179015043,0.19068861345605467,1.0,0.10539292179015043,0.0,0.015135526657104492,66.0,0.0,77.94954824447632
Split and Merge,15.061322005055722,0.6404774609109557,0.18429919137466308,0.7070169758083168,0.8283654888358986,0.9834219782105172,0.7155452218962611,0.0,0.009685277938842773,103.1,0.0,66.63438240687053
MobileNet-Seg,33.176700904333885,0.9947633252843193,0.9614855570839065,0.9752655029296875,0.9874778873859608,0.9777869567212814,0.997362836277386,0.0,0.2852354049682617,101.7,0.0,65.71588198343913
K-Means,24.419178536538503,0.653658355322582,0.18062441377462146,0.7066645725354693,0.8281235620724562,0.9576785270850332,0.7294441892512632,0.0,0.25648999214172363,97.5,0.0,66.64503335952759
Otsu,16.80726124183089,0.5214356241100826,0.14066583342801955,0.653952216020649,0.7907752227498266,0.7808392382056213,0.8009673322705287,0.0,0.0015349388122558594,0.0,0.0,99.99488353729248
Adaptive Thresholding,13.609899954883742,0.35971618031145264,0.11054027877205541,0.43858858012513385,0.6097484523156492,0.5901104734939454,0.6307384690210489,0.0,0.0014739036560058594,0.0,0.0,99.99508698781331
Region Growing,9.805241138932669,0.14841801914405092,0.10967413441955194,0.22234145294559501,0.3637959792818892,0.5194023864433972,0.27993190845470023,0.0,0.037261962890625,107.3,0.0,66.54246012369792
Split and Merge,16.80726124183089,0.5214356241100826,0.14066583342801955,0.653952216020649,0.7907752227498266,0.7808392382056213,0.8009673322705287,0.0,0.011903762817382812,83.9,0.0,71.99365412394205
MobileNet-Seg,9.714903800610134,0.30774080495258,0.3074664429530201,0.2137275650156689,0.3521837538771062,0.4639954055486835,0.2837958334459186,0.0,0.2676844596862793,97.1,0.0,66.74105180104574
K-Means,23.514604526912983,0.6063494387969632,0.03820998278829604,0.36569005397070165,0.5355388697566759,0.9819469173119125,0.36816530567888966,0.0,0.26673007011413574,101.2,0.0,65.77756643295288
Otsu,11.48783742467346,0.410202508000778,0.14800554443246572,0.4851029794041192,0.653292042547462,0.9813610480131935,0.48961405905548483,0.0,0.0025517940521240234,0.0,0.0,99.99149401982625
Adaptive Thresholding,12.824735387914455,0.25016604313345875,0.06877108191109098,0.6708253654925668,0.8029868104076867,0.9902114776116006,0.675303505449126,0.0,0.0014560222625732422,0.0,0.0,99.99514659245808
